Age,Is_Senior,Marital_Status,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Safe_Driver_Discount,Multi_Policy_Discount,Bundling_Discount,Total_Discounts,Source_of_Lead,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Credit_Score,Premium_Adjustment_Credit,Region,Premium_Adjustment_Region
49,0,Married,86,>5 years,0,2,Low,100,Liability-Only,-200,2136,1,0,0,50,Referral,15,1,2,2,3,13,731,-50,Urban,100
18,0,Married,86,1-5 years,50,0,High,0,Full Coverage,0,2236,1,0,0,50,Online,24,0,6,2,3,99,806,-50,Suburban,50
23,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,1,0,50,Online,22,1,7,2,2,1,708,-50,Urban,100
45,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2186,0,0,0,0,Online,24,1,6,2,3,14,717,-50,Urban,100
49,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Agent,18,1,8,1,1,3,693,50,Urban,100
49,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,2036,0,0,0,0,Referral,12,1,9,0,1,9,728,-50,Suburban,50
28,0,Married,86,1-5 years,50,2,Medium,200,Full Coverage,0,2536,0,0,0,0,Online,2,1,5,3,3,13,670,50,Rural,0
25,0,Single,0,<1 year,100,1,Low,50,Liability-Only,-200,2100,0,0,0,0,Online,6,0,8,6,2,99,711,-50,Suburban,50
32,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2150,0,0,0,0,Agent,28,0,11,3,3,99,820,-50,Suburban,50
43,0,Single,0,<1 year,100,2,Low,100,Liability-Only,-200,2150,0,0,0,0,Referral,11,1,6,2,3,9,809,-50,Suburban,50
62,1,Divorced,0,>5 years,0,0,Medium,0,Full Coverage,0,2000,1,1,0,100,Referral,20,0,4,3,2,99,767,-50,Rural,0
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,1,0,50,Agent,2,1,6,2,3,3,687,50,Urban,100
36,0,Widowed,0,1-5 years,50,2,Medium,200,Full Coverage,0,2350,0,0,1,50,Referral,27,0,2,4,1,99,752,-50,Suburban,50
20,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2236,1,0,0,50,Agent,7,0,2,2,2,99,796,-50,Rural,0
18,0,Single,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2050,0,0,0,0,Agent,19,1,6,1,2,10,782,-50,Urban,100
54,0,Married,86,>5 years,0,1,High,200,Full Coverage,0,2586,0,0,0,0,Online,12,1,9,4,1,14,625,50,Urban,100
48,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Online,9,1,6,0,2,11,697,50,Urban,100
46,0,Single,0,>5 years,0,1,Low,50,Liability-Only,-200,1950,0,0,0,0,Online,15,1,3,2,1,10,736,-50,Rural,0
53,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,0,0,0,0,Agent,22,1,3,3,1,11,761,-50,Rural,0
32,0,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2150,1,0,0,50,Online,29,1,10,1,2,4,659,50,Rural,0
33,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2436,0,0,0,0,Agent,29,0,6,1,2,99,677,50,Urban,100
72,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,0,0,0,Agent,28,0,3,6,1,99,709,-50,Suburban,50
36,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,1,0,0,50,Agent,25,1,9,3,1,4,754,-50,Suburban,50
51,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2186,1,1,0,100,Online,27,1,4,1,3,5,713,-50,Urban,100
40,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Online,19,0,6,3,2,99,684,50,Urban,100
18,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Agent,24,0,9,1,1,99,755,-50,Urban,100
18,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2350,0,0,0,0,Agent,30,1,6,1,1,12,650,50,Urban,100
31,0,Married,86,>5 years,0,3,High,600,Full Coverage,0,2936,0,1,0,50,Online,24,1,9,1,1,10,660,50,Urban,100
55,1,Single,0,<1 year,100,2,Low,100,Full Coverage,0,2400,0,0,0,0,Online,26,1,3,0,2,7,725,-50,Urban,100
51,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Agent,26,0,5,1,3,99,715,-50,Suburban,50
53,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Online,25,1,6,4,2,13,651,50,Urban,100
25,0,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2250,0,1,0,50,Online,12,0,3,0,2,99,648,50,Urban,100
64,1,Single,0,1-5 years,50,1,High,200,Liability-Only,-200,2200,0,0,0,0,Online,4,1,3,0,3,1,729,-50,Suburban,50
25,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2150,1,0,0,50,Online,26,1,4,1,2,8,826,-50,Suburban,50
43,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2236,0,0,0,0,Agent,5,1,4,1,1,7,681,50,Urban,100
39,0,Married,86,>5 years,0,1,Medium,100,Full Coverage,0,2336,1,1,0,100,Online,23,0,4,1,3,99,695,50,Suburban,50
37,0,Single,0,>5 years,0,1,Medium,100,Liability-Only,-200,2100,0,0,0,0,Online,15,1,5,1,2,7,711,-50,Urban,100
60,1,Widowed,0,1-5 years,50,1,Low,50,Liability-Only,-200,2050,0,0,0,0,Online,9,0,8,0,1,99,786,-50,Suburban,50
29,0,Single,0,1-5 years,50,1,Medium,100,Full Coverage,0,2300,0,0,0,0,Online,28,1,5,1,3,7,811,-50,Suburban,50
19,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Online,24,1,5,2,2,3,684,50,Urban,100
40,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Agent,15,1,4,5,1,4,724,-50,Urban,100
34,0,Single,0,<1 year,100,1,Low,50,Liability-Only,-200,2100,0,1,0,50,Online,23,1,6,0,2,1,818,-50,Urban,100
90,1,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,0,0,0,Agent,15,1,7,1,1,7,812,-50,Suburban,50
50,0,Single,0,>5 years,0,0,Medium,0,Liability-Only,-200,1950,0,1,0,50,Online,19,1,5,0,1,9,696,50,Rural,0
33,0,Single,0,1-5 years,50,0,Medium,0,Liability-Only,-200,1950,0,1,0,50,Online,30,1,4,1,1,9,778,-50,Suburban,50
24,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2186,1,1,0,100,Online,19,0,3,1,2,99,720,-50,Urban,100
18,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2000,0,0,0,0,Online,4,1,4,1,3,13,744,-50,Suburban,50
24,0,Single,0,>5 years,0,1,Low,50,Liability-Only,-200,2050,0,0,0,0,Referral,17,1,3,2,3,8,789,-50,Urban,100
41,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2086,1,0,0,50,Referral,13,0,7,1,1,99,828,-50,Urban,100
61,1,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2386,0,0,0,0,Agent,13,1,4,2,1,8,655,50,Suburban,50
56,1,Widowed,0,1-5 years,50,0,Medium,0,Full Coverage,0,2300,0,0,0,0,Online,7,0,3,2,2,99,671,50,Suburban,50
43,0,Divorced,0,>5 years,0,0,High,0,Liability-Only,-200,2000,0,0,0,0,Online,30,1,2,1,1,9,738,-50,Urban,100
35,0,Married,86,1-5 years,50,2,Low,100,Full Coverage,0,2436,0,0,0,0,Agent,28,1,7,0,2,12,717,-50,Urban,100
44,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,25,0,5,4,3,99,668,50,Rural,0
32,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2436,0,1,0,50,Online,5,1,3,1,1,11,670,50,Urban,100
65,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,1,0,0,50,Online,12,0,0,0,2,99,655,50,Suburban,50
37,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Online,10,1,6,4,2,14,825,-50,Suburban,50
38,0,Single,0,<1 year,100,1,Medium,100,Full Coverage,0,2300,0,1,0,50,Agent,26,0,9,2,3,99,709,-50,Suburban,50
18,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2200,0,0,0,0,Online,15,1,5,3,2,4,680,50,Urban,100
37,0,Single,0,<1 year,100,1,Low,50,Full Coverage,0,2350,0,0,0,0,Agent,22,0,0,1,3,99,741,-50,Urban,100
52,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2286,0,0,0,0,Online,21,0,6,2,2,99,742,-50,Suburban,50
23,0,Married,86,>5 years,0,1,Medium,100,Full Coverage,0,2336,0,1,0,50,Online,22,1,5,2,2,3,766,-50,Urban,100
28,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Online,1,1,6,2,2,14,711,-50,Urban,100
51,0,Married,86,<1 year,100,1,Medium,100,Full Coverage,0,2386,0,0,0,0,Online,22,0,6,5,1,99,721,-50,Rural,0
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,0,0,0,Referral,8,0,8,2,1,99,765,-50,Suburban,50
55,1,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2150,0,1,1,100,Online,21,0,10,1,2,99,706,-50,Suburban,50
32,0,Divorced,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2150,0,0,0,0,Online,17,1,4,3,3,2,675,50,Urban,100
34,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Online,16,0,6,1,1,99,702,-50,Urban,100
23,0,Divorced,0,1-5 years,50,1,Low,50,Liability-Only,-200,2100,0,0,0,0,Online,5,1,6,3,3,13,748,-50,Urban,100
45,0,Single,0,<1 year,100,0,Medium,0,Liability-Only,-200,2050,0,0,1,50,Online,27,1,4,3,1,14,798,-50,Urban,100
76,1,Single,0,<1 year,100,1,Medium,100,Liability-Only,-200,2300,0,0,0,0,Online,10,0,2,2,2,99,679,50,Urban,100
51,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2286,0,0,0,0,Referral,14,1,6,2,3,2,731,-50,Rural,0
27,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,1,0,50,Online,2,1,6,2,2,2,690,50,Suburban,50
57,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2236,0,1,0,50,Online,1,0,7,0,3,99,816,-50,Suburban,50
35,0,Married,86,1-5 years,50,1,Medium,100,Full Coverage,0,2436,0,1,0,50,Online,5,0,5,0,1,99,678,50,Suburban,50
60,1,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2036,0,0,0,0,Referral,10,1,6,2,3,3,751,-50,Rural,0
52,0,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,0,0,0,Referral,24,0,5,1,1,99,755,-50,Urban,100
18,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Online,4,1,4,2,3,6,748,-50,Urban,100
24,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2250,1,0,0,50,Agent,21,1,2,1,3,11,604,50,Suburban,50
54,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,1,0,50,Online,25,1,3,5,3,2,631,50,Rural,0
42,0,Single,0,<1 year,100,0,High,0,Liability-Only,-200,2100,0,1,0,50,Agent,25,0,4,3,2,99,675,50,Suburban,50
24,0,Widowed,0,1-5 years,50,1,Medium,100,Full Coverage,0,2250,0,1,0,50,Online,20,0,4,0,1,99,749,-50,Suburban,50
30,0,Single,0,1-5 years,50,1,Medium,100,Full Coverage,0,2300,0,0,1,50,Online,11,1,5,2,3,9,772,-50,Urban,100
18,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2250,1,0,0,50,Online,22,0,9,2,2,99,824,-50,Urban,100
38,0,Married,86,1-5 years,50,1,High,200,Full Coverage,0,2536,0,1,0,50,Agent,2,0,9,2,2,99,609,50,Suburban,50
73,1,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2286,0,0,0,0,Online,19,0,3,0,2,99,726,-50,Urban,100
52,0,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,2000,0,1,0,50,Referral,30,1,4,2,1,7,701,-50,Urban,100
72,1,Married,86,1-5 years,50,1,Medium,100,Liability-Only,-200,2136,0,0,1,50,Online,1,1,5,1,3,3,774,-50,Suburban,50
53,0,Widowed,0,<1 year,100,0,Low,0,Full Coverage,0,2250,0,1,0,50,Referral,17,1,6,2,2,11,826,-50,Urban,100
55,1,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2200,1,1,0,100,Online,22,1,5,5,2,8,711,-50,Urban,100
69,1,Widowed,0,1-5 years,50,0,High,0,Full Coverage,0,2150,0,0,1,50,Agent,6,1,9,2,2,14,730,-50,Suburban,50
45,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,0,0,0,0,Online,5,0,3,1,1,99,786,-50,Urban,100
37,0,Single,0,>5 years,0,3,Medium,300,Full Coverage,0,2450,0,1,0,50,Online,17,1,5,1,3,7,716,-50,Urban,100
55,1,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2186,0,1,1,100,Online,10,1,9,1,1,11,748,-50,Urban,100
61,1,Single,0,1-5 years,50,0,High,0,Liability-Only,-200,2100,0,1,0,50,Agent,18,1,5,0,1,6,699,50,Urban,100
32,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,0,1,0,50,Online,9,1,13,1,3,10,704,-50,Suburban,50
29,0,Widowed,0,<1 year,100,0,Medium,0,Full Coverage,0,2250,0,1,0,50,Online,7,1,5,0,2,11,741,-50,Urban,100
42,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2100,0,1,0,50,Agent,16,1,8,0,1,5,752,-50,Rural,0
52,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2286,0,0,0,0,Online,11,0,5,3,3,99,759,-50,Suburban,50
51,0,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,2150,0,0,0,0,Online,13,0,11,2,3,99,671,50,Urban,100
18,0,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2336,0,0,0,0,Online,8,0,0,6,2,99,707,-50,Rural,0
68,1,Married,86,>5 years,0,0,High,0,Liability-Only,-200,2086,0,0,0,0,Agent,24,0,4,3,2,99,749,-50,Urban,100
30,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,1,0,0,50,Online,1,1,2,4,3,12,685,50,Urban,100
36,0,Divorced,0,<1 year,100,0,Low,0,Full Coverage,0,2300,0,0,0,0,Online,13,0,3,5,1,99,731,-50,Urban,100
26,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,0,1,0,50,Online,12,0,5,1,2,99,728,-50,Suburban,50
80,1,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2236,1,0,1,100,Agent,20,1,8,2,3,2,768,-50,Suburban,50
43,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,1,0,0,50,Agent,28,0,4,2,2,99,737,-50,Urban,100
27,0,Divorced,0,>5 years,0,0,High,0,Full Coverage,0,2250,0,1,0,50,Agent,12,0,2,0,3,99,648,50,Urban,100
52,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2236,0,0,0,0,Online,28,1,5,1,3,5,737,-50,Rural,0
51,0,Single,0,>5 years,0,1,Medium,100,Liability-Only,-200,2050,0,0,0,0,Online,15,0,5,1,1,99,701,-50,Suburban,50
37,0,Widowed,0,>5 years,0,0,Medium,0,Full Coverage,0,2150,0,1,0,50,Online,3,0,5,3,3,99,677,50,Rural,0
52,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2086,0,0,0,0,Agent,7,1,6,2,3,8,778,-50,Suburban,50
27,0,Divorced,0,1-5 years,50,0,High,0,Full Coverage,0,2300,0,0,0,0,Online,19,1,8,3,3,13,644,50,Suburban,50
32,0,Single,0,>5 years,0,2,High,400,Full Coverage,0,2450,1,0,0,50,Online,24,1,6,3,3,11,742,-50,Rural,0
18,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2000,1,0,0,50,Agent,6,0,4,2,3,99,714,-50,Suburban,50
20,0,Married,86,1-5 years,50,1,High,200,Liability-Only,-200,2336,0,0,0,0,Referral,3,1,5,4,3,5,742,-50,Urban,100
67,1,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,1,0,50,Online,1,1,5,2,2,12,736,-50,Urban,100
64,1,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2236,0,0,0,0,Referral,8,0,3,2,1,99,686,50,Urban,100
40,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,1,0,50,Online,15,1,7,2,1,14,704,-50,Urban,100
64,1,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2336,0,0,0,0,Agent,28,0,5,0,2,99,767,-50,Urban,100
37,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2236,0,0,0,0,Referral,8,0,5,3,2,99,656,50,Suburban,50
36,0,Married,86,1-5 years,50,1,Medium,100,Full Coverage,0,2386,0,0,0,0,Referral,13,1,6,4,3,4,730,-50,Suburban,50
40,0,Divorced,0,<1 year,100,0,Low,0,Full Coverage,0,2300,0,0,0,0,Online,12,1,7,2,3,3,766,-50,Urban,100
38,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2436,0,0,0,0,Online,25,0,4,3,2,99,687,50,Urban,100
36,0,Married,86,1-5 years,50,1,High,200,Full Coverage,0,2436,1,1,0,100,Agent,7,1,3,2,2,2,732,-50,Urban,100
57,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,1,0,50,Agent,16,0,6,2,3,99,795,-50,Urban,100
42,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Online,24,1,4,1,2,6,698,50,Urban,100
50,0,Married,86,<1 year,100,0,High,0,Full Coverage,0,2386,1,0,0,50,Referral,1,1,7,4,3,7,656,50,Suburban,50
55,1,Single,0,<1 year,100,0,High,0,Full Coverage,0,2300,0,0,1,50,Agent,1,0,8,0,3,99,683,50,Suburban,50
45,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2436,0,1,0,50,Online,23,0,5,2,1,99,660,50,Urban,100
25,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,0,0,0,0,Referral,30,1,4,1,2,3,637,50,Suburban,50
19,0,Single,0,1-5 years,50,1,High,200,Liability-Only,-200,2200,1,0,0,50,Referral,7,0,1,2,1,99,673,50,Rural,0
42,0,Widowed,0,1-5 years,50,2,Low,100,Liability-Only,-200,2050,0,0,1,50,Online,30,1,9,1,3,7,748,-50,Suburban,50
37,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2036,1,0,1,100,Agent,3,1,4,1,3,2,822,-50,Suburban,50
41,0,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2486,0,0,0,0,Online,22,0,8,1,2,99,641,50,Suburban,50
39,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2286,0,0,0,0,Online,29,1,8,1,1,11,761,-50,Suburban,50
78,1,Single,0,>5 years,0,2,Low,100,Full Coverage,0,2250,1,0,0,50,Agent,6,1,2,3,3,9,744,-50,Urban,100
20,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2186,1,1,0,100,Online,6,0,8,7,1,99,713,-50,Suburban,50
18,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2100,0,0,0,0,Online,4,1,4,1,3,9,669,50,Suburban,50
44,0,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2486,0,0,0,0,Agent,9,1,7,1,2,12,699,50,Suburban,50
34,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2236,1,0,0,50,Online,20,0,8,5,2,99,680,50,Urban,100
44,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,1,0,50,Online,20,1,5,4,3,11,677,50,Urban,100
48,0,Single,0,>5 years,0,1,Medium,100,Full Coverage,0,2300,0,0,0,0,Online,27,1,8,1,1,3,704,-50,Urban,100
59,1,Single,0,1-5 years,50,1,High,200,Full Coverage,0,2500,0,1,0,50,Online,28,1,6,3,1,6,692,50,Urban,100
18,0,Married,86,1-5 years,50,4,Medium,400,Full Coverage,0,2736,0,0,0,0,Agent,30,1,3,2,1,13,707,-50,Urban,100
31,0,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,1,0,0,50,Online,15,0,4,2,1,99,663,50,Suburban,50
46,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Agent,26,1,6,2,3,2,702,-50,Suburban,50
51,0,Single,0,>5 years,0,2,Low,100,Full Coverage,0,2350,0,0,0,0,Online,5,1,2,3,3,1,667,50,Suburban,50
72,1,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,1,0,50,Online,15,0,8,0,2,99,702,-50,Urban,100
54,0,Married,86,<1 year,100,0,Medium,0,Full Coverage,0,2386,0,0,0,0,Online,18,1,3,3,3,2,706,-50,Urban,100
39,0,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Online,6,1,5,2,1,6,750,-50,Rural,0
26,0,Divorced,0,1-5 years,50,1,High,200,Liability-Only,-200,2150,0,0,0,0,Agent,7,1,5,1,1,12,759,-50,Rural,0
31,0,Married,86,<1 year,100,0,Medium,0,Liability-Only,-200,2186,0,0,0,0,Online,3,0,3,6,1,99,755,-50,Urban,100
31,0,Single,0,1-5 years,50,1,High,200,Full Coverage,0,2500,0,0,0,0,Online,20,1,0,3,2,9,661,50,Suburban,50
49,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2086,0,0,0,0,Online,5,0,7,1,1,99,740,-50,Suburban,50
43,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,0,0,0,Online,29,0,5,3,1,99,773,-50,Suburban,50
20,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2236,1,0,0,50,Agent,12,0,7,6,3,99,713,-50,Rural,0
33,0,Divorced,0,>5 years,0,1,Low,50,Full Coverage,0,2100,0,1,0,50,Online,1,0,8,2,1,99,735,-50,Rural,0
53,0,Married,86,<1 year,100,0,High,0,Full Coverage,0,2436,1,0,0,50,Agent,24,0,6,1,2,99,669,50,Urban,100
45,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Referral,20,1,3,1,3,11,631,50,Urban,100
48,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2236,1,0,1,100,Online,26,0,7,1,3,99,701,-50,Urban,100
45,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2336,0,0,0,0,Agent,5,0,10,3,1,99,714,-50,Suburban,50
64,1,Single,0,<1 year,100,0,High,0,Full Coverage,0,2200,0,0,0,0,Online,4,1,6,2,2,12,712,-50,Rural,0
43,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2086,0,1,0,50,Agent,18,0,4,2,1,99,798,-50,Suburban,50
34,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2200,0,0,0,0,Agent,25,0,5,4,3,99,850,-50,Suburban,50
26,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2386,0,0,0,0,Agent,30,0,4,3,3,99,766,-50,Urban,100
43,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2150,1,1,0,100,Online,17,1,4,2,1,8,850,-50,Urban,100
18,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,17,1,6,2,1,9,732,-50,Urban,100
37,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,8,0,2,0,2,99,724,-50,Urban,100
36,0,Widowed,0,<1 year,100,0,Medium,0,Full Coverage,0,2200,0,1,0,50,Online,14,0,4,3,2,99,734,-50,Suburban,50
19,0,Single,0,<1 year,100,0,Medium,0,Full Coverage,0,2250,0,0,1,50,Online,1,0,7,1,1,99,784,-50,Urban,100
26,0,Single,0,<1 year,100,1,Low,50,Full Coverage,0,2450,0,0,0,0,Agent,14,1,5,2,1,5,633,50,Urban,100
52,0,Married,86,1-5 years,50,1,Medium,100,Liability-Only,-200,2186,0,0,0,0,Online,15,1,9,2,2,9,787,-50,Suburban,50
43,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2050,0,1,0,50,Online,11,1,4,1,1,12,743,-50,Urban,100
41,0,Widowed,0,<1 year,100,0,High,0,Liability-Only,-200,2050,1,0,0,50,Agent,6,0,3,1,1,99,771,-50,Urban,100
44,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2136,1,0,0,50,Agent,19,0,9,8,1,99,740,-50,Urban,100
41,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,0,1,0,50,Online,6,1,6,2,2,6,721,-50,Suburban,50
58,1,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2236,0,0,0,0,Agent,11,1,4,5,2,3,678,50,Suburban,50
41,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2150,0,0,0,0,Referral,24,1,2,2,1,9,670,50,Suburban,50
18,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2136,0,0,1,50,Agent,17,0,7,3,3,99,615,50,Rural,0
64,1,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Online,1,1,10,1,2,3,789,-50,Urban,100
45,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,0,0,0,0,Online,14,1,8,1,1,10,789,-50,Rural,0
31,0,Widowed,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,0,0,0,Online,29,0,6,1,2,99,740,-50,Suburban,50
21,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2350,1,0,0,50,Online,6,1,5,3,1,11,698,50,Urban,100
45,0,Divorced,0,1-5 years,50,0,Medium,0,Full Coverage,0,2250,0,1,0,50,Agent,24,1,6,6,2,3,646,50,Suburban,50
38,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2236,0,0,0,0,Online,28,1,4,2,2,10,743,-50,Rural,0
63,1,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Online,4,0,3,4,2,99,594,50,Urban,100
34,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,1,0,50,Agent,24,1,6,3,2,2,697,50,Suburban,50
27,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2236,1,0,0,50,Online,3,1,4,2,3,13,734,-50,Urban,100
53,0,Married,86,>5 years,0,3,Medium,300,Full Coverage,0,2586,1,0,0,50,Agent,6,0,4,1,1,99,653,50,Suburban,50
53,0,Single,0,1-5 years,50,0,High,0,Full Coverage,0,2200,1,1,0,100,Online,4,1,5,2,2,7,660,50,Suburban,50
42,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,1,0,0,50,Agent,24,0,3,2,2,99,746,-50,Urban,100
50,0,Single,0,>5 years,0,0,Medium,0,Full Coverage,0,2250,0,1,0,50,Referral,6,1,6,4,1,6,693,50,Urban,100
39,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2236,0,1,0,50,Online,19,1,2,2,3,7,745,-50,Urban,100
